分数_Score,公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,创新机构行业分布占比_InnovationInstitutions(%),行业集中度CR8值_CR8IndustryConcentration,周期性行业_PeriodIndustry,劳动力行业分布_LaborIndustryDistribution,高水平人才分布_DistributionOfHighLevelTalents,数据化人才分布_DataTalentDistribution,每股收益(元/股)_BasicEPS,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股净现金流量(元/股)_CFPS,每股企业自由现金流量(元/股)_EntfcfPS,净资产收益率(平均)(%)_AvgROE,资产净利率(%)_ROA,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售毛利率(%)_Gincmrt,销售成本率(%)_Salcostrt,营业利润/营业总收入_OpeprTOR,息税前利润/营业总收入(%)_EBITTOR,营业总成本/营业总收入(%)_TopecostTOR,销售费用率(%)_Opeexprt,管理费用率(%)_Admexprt,财务费用率(%)_Finexprt,资产减值损失/营业总收入_AstimpaTOR,净利润_Netprf,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/净债务(%)_Tanastndb,经营净现金流量/负债合计_NOCFtotlia,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,应收账款周转率(次)_ARTrat,应付账款周转率(次)_AccrPayrat,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售现金比率(%)_Casrtsale,经营现金净流量/经营净收益(%)_NOCFONI,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,价值变动净收益／利润总额(%)_Valchgtprf,营业外收支净额／利润总额(%)_Noopenitprf,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP,RGB_Red,RGB_Green,RGB_Blue,主营业务_MainBusiness,积极新闻舆情_Positive,消极新闻舆情_Nagative,消极/积极_Na/P,消极/中立_Na/Ne,监管确定_RegulatoryCertainty,劳动力流动_LabourMobility,资本流动_CapitalFlow,贸易流量_TradeFlow,全球经济增长地位_GlobalEconomicGrowthPosition,国民经济增长地位_NationEconomicGrowthPosition,法治程度_RuleOfLaw,有形产权_TangiblePropertyRights,无形产权_IntangiblePropertyRights,纠纷调解_DisputeResolution,税收优惠_TaxIncentive,税收负担_TaxBurden
72,78286,C300047,深圳天源迪科信息技术股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.54,7.5766,9.4387,0.6576,0.7783,2.0746,2.2726,-0.2355,-0.2152,0.1576,7.3654,5.5719,7.1834,6.4892,20.5493,79.4507,6.9669,8.2454,94.4574,3.767,4.2619,1.1605,0.5921,215542695,310588155.9,432536105.9,6.9669,7.9544,1.9589,1.3932,1.2831,51.0447,195.9067,232.7323,77.7564,199.3672,-0.0609,0.0126,-0.0616,28.5714,30.97,47.3724,46.0024,36.2987,18.7142,-221.9313,29.3321,6.8773,14.2592,6.8773,14.2592,7.6802,217,4.2784,2.6953,,1.3818,12.3154,1.2872,0.8586,107.2338,-2.4955,-45.0247,1.2759,-85863707.67,-94002279.21,297390319.7,-38.4565,107.2338,-2.1428,0.6047,88.8908,32.987,,,69.9458,30.0542,98.8037,1.1963,67.013,1462343563,0.0059,78.6093,78.6093,0.557,-0.5131,1.1903,6.4892,92.0355,85.5123,8.2454,45,42,124,3,0.5714,0.0357,0.0119,0.0625,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70,78328,C300050,珠海世纪鼎利科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.1,5.2379,1.8046,0.1023,0.0998,1.0229,1.1357,-0.1444,-0.3099,0.2312,2.0082,1.4417,1.7174,5.2699,40.437,59.563,5.67,5.5297,96.6529,9.9408,15.912,-0.1871,4.3522,56693357.26,54369842.75,147642944.3,5.67,6.5744,1.7186,1.6,1.3714,28.1694,354.9957,456.1617,87.1298,435.2736,-0.0979,0.0321,-0.1001,-52.381,12.2,-55.3721,-56.0227,-47.8822,-64.2884,-137.552,-50.5169,2.2067,3.7504,2.2067,3.7504,,251,8.2159,1.7343,,0.7097,9.9316,0.3483,0.2736,102.717,-8.003,-239.1039,1.0353,-168855183.8,-78687892.64,189488689.5,-151.8608,102.717,-2.1894,0.6609,,21.9634,,,82.0196,17.9804,97.747,2.253,78.0366,564664068.2,0.0063,59.734,59.734,0.1248,-18.0599,-1.1901,5.2699,94.0508,101.3309,5.5297,26,118,185,4,0.46,0.06,0.015,0.1304,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,78400,C300052,深圳中青宝互动网络股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.14,2.8319,1.2618,0.1576,0.1822,0.5033,0.7114,-0.0207,0.1956,0.949,4.8437,3.2138,5.0416,11.3911,58.9115,41.0885,12.4895,14.4433,91.3198,18.7771,11.405,-0.3114,6.651,36361863.23,48241355.92,85664923.25,12.4895,19.6756,1.2223,1.2223,0.9311,61.7538,161.9333,190.7016,68.6601,413.3431,-0.0118,0.2967,-0.0126,-26.3158,-0.89,-17.5409,-15.1201,-22.6807,104.0872,-105.1243,-27.498,-0.2868,7.7233,-0.2868,7.7233,4.324,131,,2.7363,,0.6316,2.8311,0.4449,0.2821,84.9743,-1.6371,-18.8601,1.6051,51766094.15,-5467977.03,-100227337.8,-14.3717,84.9743,-0.4619,0.8688,85.4403,37.7009,0,0,65.6005,34.3995,93.8131,6.1869,62.2991,96537906.43,0.0374,62.1717,62.1717,-3.3216,26.6206,10.5445,11.3911,81.5883,96.6653,14.4433,21,91,165,4,0.3148,0.037,0.0093,0.1175,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
71.5,78516,C300053,珠海欧比特宇航科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.139,4.5615,1.2903,0.1574,0.1689,0.6443,0.6919,0.3138,0.0883,-1.086,3.6046,2.7676,3.5992,10.4689,36.0225,63.9775,12.1992,13.0893,92.6315,3.3285,12.5568,0.9252,4.426,94925258.02,118587933.6,215985395,12.1992,15.0101,2.69,2.3639,1.3083,27.9646,357.5955,528.1604,46.1007,970.894,0.246,0.0515,0.2675,-28.3505,32.57,-21.5516,-21.8546,-21.2298,43.9933,38.0052,-49.3895,55.1716,48.8712,55.1716,48.8712,3.9154,398,2.1464,1.5612,,0.5245,3.1495,0.344,0.2644,98.613,24.3235,330.0989,3.8098,62015199.74,220368875.6,-5017203363,232.3399,98.613,6.4302,0.5641,85.2061,21.8452,0.0029,,84.0805,15.9195,91.9946,8.0054,78.1548,1392458519,0.0224,60.7645,60.7645,-2.2197,25.4242,-0.6005,10.4689,86.3316,92.6437,13.0893,41,77,157,3,0.6971,0.0343,0.0114,0.0492,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70.5,75259,C300077,国民技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-2.26,2.5748,1.0797,-2.7982,-2.7744,-2.5092,-2.3863,0.6684,0.0034,4.5732,-63.3098,-46.4051,-65.2348,-238.7395,35.0559,64.9441,-259.1606,-256.9576,392.1604,8.09,16.4802,1.9686,278.6498,-1265752621,-1547038266,-1478628928,-259.1606,-282.9991,0.8297,0.7247,0.681,126.0398,79.34,111.3755,292.8749,76.6538,0.206,,0.214,-159.7701,2.41,-221.1139,-223.0518,-194.8716,41.6005,431.0544,-364.3553,-43.9798,6.5607,-43.9798,6.5607,,428,2.0763,1.4105,2.5962,0.3168,3.3895,0.3011,0.1932,110.0448,61.9099,,3.3255,1919937.41,372734837.3,-1912723243,,110.0448,11.9622,0.8641,,56.2872,,,52.6908,47.3092,96.2447,3.7553,43.7128,-296527460.7,0.0484,,,,,,-238.7395,,,-256.9576,1,54,138,7,0.5455,0.1414,0.0202,0.2592,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70,79173,C300083,广东劲胜智能集团股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-2.01,1.9101,3.8462,-1.9577,-1.9036,-1.6938,-1.647,-0.0616,-0.161,1.626,-68.9336,-29.2609,-53.7109,-52.0821,12.5412,87.4588,-50.899,-49.4924,151.8209,4.8979,9.2436,1.8508,43.7277,-2865631424,-2725322622,-2284689062,-50.899,-49.3336,0.9523,0.5456,0.4591,206.6923,48.3811,62.8272,864.2143,16.8479,-0.0156,,-0.0172,-728.125,15.57,-610.498,-611.508,-722.7326,-72.8757,50.104,-1368.7921,-50.9859,-24.7692,-50.9859,-24.7692,,326,1.6332,3.3875,,0.9187,3.8794,1.3246,0.5618,112.7453,-1.6005,,0.4108,-230450715.2,-88133002.44,-624496652.6,,112.7453,-0.8992,0.3287,,67.1647,,,38.5852,61.4148,90.5541,9.4459,32.8353,-244034900.5,0.1932,,,,,,-52.0821,,,-49.4924,0,124,202,6,0.282,0.0385,0.0064,0.1365,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66.5,79487,C300085,深圳市银之杰科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.0506,1.9122,1.8386,0.0422,0.0701,0.3586,0.398,0.1375,0.1084,0.0984,2.6736,0.9912,1.8158,1.6682,31.9622,68.0378,2.2935,3.8139,96.2619,15.9726,5.2075,1.4614,0.8985,35750737.69,49552157.57,79187415.9,2.2935,2.7692,2.1429,1.9342,1.2716,58.3645,171.3371,233.7558,71.8083,583.3607,0.1232,0.2545,0.1591,57.6324,27.99,-9.3155,-5.3401,-12.6324,34.7114,239.5093,57.4072,2.1275,-2.8821,2.1275,-2.8821,0.9905,151,6.2592,3.8437,,1.013,96.0108,0.9716,0.5942,98.1943,7.4801,200.1062,0.4866,76591706.86,97185860.43,-468602044.8,448.4024,98.1943,4.4448,0.5341,60.4685,36.6043,0.0789,,70.038,29.962,77.4666,22.5334,63.3957,698265817.3,0.1301,148.8614,148.8614,-191.296,0,8.6652,1.6682,66.4316,65.8412,3.8139,253,0,0,2,0.2927,0.0366,0.0183,0.125,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
69,79451,C300096,易联众信息技术股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.034,1.7224,1.6972,0.0989,0.1403,0.5818,0.6444,0.132,-0.1857,-0.1624,1.998,1.9937,4.9931,5.2249,52.8696,47.1304,5.8267,8.2682,96.9947,9.7184,19.023,2.4887,3.0728,14664775.38,60341794.05,88569952.78,5.8267,7.427,1.6793,1.543,1.3866,146.0217,68.483,128.3662,168.1579,275.4665,0.0525,0.5657,0.0727,-19.0476,24.95,-2.4186,0.4745,40.1071,-9.1797,6163.5621,-20.5362,1.839,0.2471,1.839,0.2471,4.4745,458,3.3606,1.0257,,0.5564,9.2977,0.9943,0.3816,106.5373,7.7794,258.8579,0.7234,-79860455.11,56774366.09,-5854412.404,148.8891,106.5373,2.9684,0.7576,85.339,56.4768,,,56.2107,43.7893,72.2404,27.7596,43.5232,530729739.7,0.3602,51.6385,51.6385,1.2564,0,-0.1181,5.2249,89.7784,70.3881,8.2682,0,159,201,3,0.5,0.0341,0.0114,0.0682,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
73.5,78818,C300098,高新兴科技集团股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.31,3.1713,2.0192,0.3207,0.3131,0.7934,0.8635,-0.0879,-0.3041,0.2027,10.1228,6.8849,9.7892,15.3454,35.2123,64.7877,15.8837,15.5055,86.9339,6.6047,5.6307,-2.1278,1.6019,539568122.8,552435049.8,598921201.2,15.8837,21.4546,1.7869,1.542,1.2855,47.7381,209.4763,274.6035,72.8046,436.5117,-0.058,0.1456,-0.0647,24,48.84,26.2321,25.6346,36.6506,107.063,-237.6419,19.6177,10.4846,10.8651,10.4846,10.8651,10.0889,253,3.1228,2.6049,,0.8325,24.8955,0.6684,0.4487,70.4454,-4.3512,-33.3012,2.8625,-536508177.2,-155025286.1,42927596.47,-28.355,70.4454,-1.9522,0.6646,93.4596,31.9907,,,73.3051,26.6949,89.7172,10.2828,68.0093,1885923837,0.0484,81.3154,81.3154,-0.8798,0.9986,1.1497,15.3454,95.5,103.6307,15.5055,0,163,14,5,0.8445,0.0222,0.0044,0.0263,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
77.5,80137,C300115,深圳市长盈精密技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.0423,4.8035,9.4801,-0.0133,0.1828,2.2214,2.4196,0.8484,-0.0487,0.2059,0.8733,0.0889,0.5016,0.1025,19.9379,80.0621,-0.1402,1.9285,100.8409,1.4233,5.6805,1.266,2.8587,38465699.23,166343319,931645139.8,-0.1402,0.5384,1.1099,0.6715,0.5967,120.2257,83.1769,91.1306,141.9135,106.8619,0.1469,0.7441,0.1589,-93.2921,30.41,-101.839,-93.7525,-98.5,27.9332,135.2802,-93.1578,-1.539,-2.6976,-1.539,-2.6976,-0.2652,174,3.2841,5.542,,1.597,2.5226,1.9583,0.8671,99.8962,8.9496,,0.8315,-44301192.49,771954039.9,104828666.9,8730.8858,99.8962,7.7603,1.3662,-133.1584,53.5549,0.0325,,47.6798,52.3202,92.4429,7.5571,46.4451,533648449.5,0.0871,-176.6212,-176.6212,-7.3975,3.8331,129.4532,0.1025,21.529,24.689,1.9285,41,77,124,2,0.5043,0.0348,0.0174,0.069,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67,80619,C300134,深圳市大富科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.03,6.9707,2.3733,0.0044,0.0427,-0.4827,-0.3478,0.0642,-0.1195,-0.5642,0.463,-0.0334,-0.3989,-0.1259,13.9218,86.0782,0.1845,1.7985,119.7405,2.1886,9.9198,1.6658,7.6689,24706622.6,32759109.06,263848995.4,0.1845,0.1695,3.2027,2.8081,1.6051,24.5577,407.2047,438.4668,26.7027,,0.0375,0.0064,0.038,104.4776,-4.03,100.5662,100.5175,99.5625,86.8589,-53.5981,104.8035,0.5042,-5.8272,0.5042,-5.8272,,216,3.4245,3.2239,,0.4361,1.3252,0.3413,0.2652,106.9848,2.7055,,1.257,-91721021.96,49279893.59,-684097840.7,,106.9848,0.7176,1.7798,,19.7231,,,81.4288,18.5712,98.6141,1.3859,80.2769,2853852459,0.0034,-11663.1896,-11663.1896,-690.0044,6124.5714,-9.0314,-0.1259,-74.3763,9.411,1.7985,211,159,0,3,0.6133,0.0467,0.0156,0.0761,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
79,80840,C300136,深圳市信维通信股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,1.0069,3.7742,4.8247,1.1613,1.166,2.4517,2.6243,0.6244,-0.2859,-0.1243,30.6697,15.7752,19.736,21.0307,36.5115,63.4885,24.0692,24.1672,76.4142,1.4769,3.0236,0.968,0.7149,987800365.6,1137528918,1256013908,24.0692,34.7626,1.8323,1.579,1.4973,95.3782,104.8457,114.2701,159.7883,96.1726,0.1734,0.7961,0.2884,10.8799,53.56,6.4422,6.1883,11.1477,-104.4383,-17.3423,-16.7309,33.4323,35.3195,33.4323,35.3195,,186,6.8059,2.688,,1.2506,7.4876,1.4614,0.7501,90.5846,12.9409,54.867,14.6322,-278889277.6,609114116,-1220637425,61.5331,90.5846,9.7069,0.9587,,48.6621,0.1881,,53.3299,46.6701,60.1469,39.8531,51.3379,1758153461,0.3778,98.3923,98.3923,0.649,0.0532,-0.4088,21.0307,87.7333,99.189,24.1672,158,23,71,7,0.705,0.015,0.0021,0.0213,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
69,81648,C300155,广东安居宝数码科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.05,2.1484,1.6911,0.0605,0.0529,0.3837,0.4891,-0.06,-0.0642,0.1087,2.3591,1.8702,2.3501,3.1475,35.0604,64.9396,3.5804,3.1273,99.3377,12.527,6.2143,-0.5489,5.7803,27275301.92,28737066.8,64147191.29,3.5804,3.9499,3.0929,2.5262,2.1994,33.0123,302.9178,587.3592,37.4329,,-0.0846,0.0352,-0.0909,150,5.43,118.7655,123.0683,108.1604,-22.3806,-63.5147,101.2836,1.9504,4.4782,1.9504,4.4782,1.7711,251,2.9705,2.7707,,0.8696,3.7111,0.7948,0.5942,95.9151,-3.5499,-535.9719,0.612,-34901899.29,-32619793.78,-18095950.83,-112.7853,95.9151,-2.1094,0.6386,70.1174,24.3859,,,85.4516,14.5484,93.1455,6.8545,75.6141,751275991.2,0.0221,20.1706,20.1706,,0,-9.0388,3.1475,95.8536,104.9973,3.1273,249,0,0,4,0.6486,0.0811,0.0203,0.125,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
78,81737,C300162,深圳雷曼光电科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.1,2.9548,2.0987,-0.1035,-0.112,0.0574,0.1052,0.1458,0.156,0.4075,-3.4319,-2.7516,-3.7902,-5.1033,23.4157,76.5843,-4.9326,-5.335,106.2768,9.6435,9.1163,-1.8084,6.5173,-36478778.29,-39133171.03,-2929530.87,-4.9326,-5.2833,2.3694,1.8009,1.3834,29.8743,334.7364,418.1103,38.3794,1841.0007,0.1651,0.0266,0.1711,-266.6667,24.43,-242.8624,-234.6157,-272.7686,4.6555,4459.5415,-290.0619,-5.524,0.6696,-5.524,0.6696,,199,3.8311,3.4196,,1.042,3.7364,0.6901,0.5392,103.1559,6.9447,,1.6171,54533719.9,50941226.03,-350775589.6,,103.1559,3.7444,0.4126,,22.6024,,,80.6991,19.3009,96.4819,3.5181,77.3976,407632591.8,0.0103,,,,,,-5.1033,,,-5.335,0,93,169,3,0.5165,0.011,0.0037,0.0213,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68.5,81914,C300167,深圳市迪威迅股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,-0.5393,1.8222,0.864,-0.5599,-0.5223,-0.2626,-0.2218,-0.0228,-0.384,-0.1238,-25.7824,-14.3281,-15.9995,-64.2587,21.618,78.382,-64.8108,-60.4569,164.9096,8.723,24.802,8.9167,39.9206,-161909508.6,-156823139.7,-131725278.1,-64.8108,-56.1816,1.3723,1.1406,0.7077,79.2233,126.2254,149.5479,86.2112,170.7483,-0.0158,0.0717,-0.0162,-2665.641,-8.3,-3662.8923,-4511.6984,-1497.6563,-13.113,88.3689,-3486.27,-22.8199,-20.5038,-22.8199,-20.5038,,527,2.0171,1.0301,,0.3896,7.4378,0.4131,0.223,152.5861,-2.6373,,0.0386,-115303228.7,-6840965.96,-91281285.52,,152.5861,-0.588,0.2039,,42.0625,,,59.9275,40.0725,97.3983,2.6017,57.9375,157179271.8,0.0189,,,,,,-64.2587,,,-60.4569,25,29,155,3,0.2208,0.0779,0.026,0.3528,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67.5,82075,C300177,广州中海达卫星导航技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.217,4.0725,2.8839,0.3608,0.3744,1.0246,1.146,0.0521,0.1829,0.3722,5.4292,5.4588,7.689,11.1889,52.3521,47.6479,12.51,12.9808,94.6931,16.8638,13.31,0.5221,4.1251,95415587.94,167297102.9,219666695.8,12.51,16.0269,3.1083,2.6645,2.0176,37.2542,268.4259,396.8963,50.2915,3855.4567,0.0344,0.1124,0.0425,41.4602,26.41,59.0537,50.0687,65.4367,262.8355,-79.2438,32.5965,7.3826,11.8148,7.3826,11.8148,7.6326,285,2.6929,2.3715,,0.7883,6.9004,0.7333,0.4879,99.0048,1.8081,34.0707,1.6457,81720064.22,23302696.74,-2827766587,16.1597,99.0048,0.8821,0.9261,89.7096,24.3108,0.0229,,79.8751,20.1249,80.839,19.161,75.6892,1155557192,0.0615,42.2653,42.2653,1.5127,14.1335,0.3665,11.1889,89.1113,96.7282,12.9808,0,136,217,13,0.7126,0.0115,0.0009,0.0161,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
72,150161,C300219,鸿利智汇集团股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.29,3.9555,5.616,0.2693,0.387,1.3667,1.4556,0.9112,-0.1214,0.3514,7.5778,3.8495,5.9014,4.672,23.0863,76.9137,4.7946,6.8907,97.9137,2.9714,3.9529,0.8828,8.2008,208876901.8,275843985.3,466561465.9,4.7946,7.4475,1.4755,1.1948,1.0969,64.165,155.8481,196.5512,101.5348,176.3895,0.359,0.4253,0.4316,-43.1373,35.97,-45.6058,-38.0587,-46.9798,56.2121,475.5976,-43.5553,4.686,-4.5619,4.686,-4.5619,-0.1642,136,7.2621,4.1406,,1.8321,3.6499,1.4523,0.8239,86.1156,16.2248,777.6899,1.768,-86521669.09,649504405.8,-499091571.8,347.2751,86.1156,13.3683,0.5673,-2.3644,38.1264,0.043,,66.279,33.721,83.1794,16.8206,61.8736,715601018.1,0.1036,33.0654,33.0654,-0.6585,31.075,24.0103,4.672,74.0468,91.5669,6.8907,36,72,168,7,0.5993,0.0506,0.0072,0.0844,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65.5,150859,C300227,深圳光韵达光电科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.31,3.4332,2.6086,0.3502,0.3927,1.1803,1.2088,0.794,0.0718,0.4963,9.294,6.1346,8.3442,11.7123,42.2663,57.7337,13.4236,15.0543,89.9246,10.9583,10.7342,1.9057,0.3537,68232911.82,87367425.26,159488594.5,13.4236,16.0381,1.2205,0.9795,0.9383,50.2711,198.9215,240.6553,69.2763,237.6429,0.46,0.5105,0.5118,-26.1905,36.98,23.8976,13.9418,15.8565,53.3232,197.1667,2.5332,8.4191,8.7506,8.4191,8.7506,8.5471,227,4.4731,2.4404,,1.3923,1.4292,0.7905,0.5238,109.928,30.4363,302.0849,2.2261,15968551.45,176636478.4,-42691.0461,259.8661,109.928,15.9417,0.3782,88.5881,33.2606,,,70.6448,29.3552,89.8813,10.1187,66.7394,76113925.32,0.0504,77.2412,77.2412,0.0673,2.5293,-2.9091,11.7123,89.79,86.6469,15.0543,255,0,0,7,0.5536,0.0357,0.0051,0.0645,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
75,151303,C300232,深圳市洲明科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.54,2.9029,5.9432,0.6329,0.688,1.33,1.4522,0.4205,0.4558,-0.0405,19.8146,7.5402,17.1894,9.4238,31.4764,68.5236,10.6485,11.5762,89.7918,9.3157,4.4177,0.1127,2.0559,412250804.2,523745253.3,632788210.6,10.6485,13.0065,1.3059,0.8691,0.7638,160.315,62.3772,73.2383,212.1719,83.0417,0.0844,0.56,0.0988,14.8936,51.3,49.0887,49.3893,48.1934,66.7627,153.8221,9.8836,31.963,31.1957,31.963,31.1957,21.1346,226,2.7252,3.8172,,1.284,5.665,2.1746,0.8001,91.5579,7.0756,69.3128,1.0384,346976057.5,320123413.6,-987215166,75.0823,91.5579,5.6613,1.0998,88.9204,59.1352,0.0156,0.0595,42.276,57.724,85.3763,14.6237,40.8648,990997768.2,0.2116,95.2846,95.2846,-1.1305,0.2287,0.6057,9.4238,87.9627,92.5468,11.5762,16,56,153,2,0.6725,0.0189,0.0094,0.0281,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66,79316,C300235,深圳市方直科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.07,3.5418,0.639,0.0831,0.029,0.743,0.863,0.0751,0.4449,0.4243,2.0936,1.9642,0.65,11.292,61.9093,38.0907,13.0028,4.5381,100.8809,26.8412,13.956,-9.8189,2.9319,12316056.55,4866927.99,12100615.34,13.0028,20.8132,16.2535,15.9607,10.1594,4.9798,2008.0972,2708.44,5.0193,,0.4258,0.0054,0.4611,40,2.55,59.4111,52.799,42.4683,-14.3963,218.2616,36.7049,2.1158,2.541,2.1158,2.541,,194,4.8654,2.9985,,0.2469,1.113,0.1823,0.1739,109.7967,11.7539,,0.3395,74674016.49,12605499.78,-574175296.4,104.0909,109.7967,2.0446,1.4369,,4.7417,,,96.4393,3.5607,92.3502,7.6498,95.2583,416979053.1,0.0038,-6.1277,-6.1277,1.0006,37.16,9.5486,11.292,78.5503,316.7706,4.5381,245,62,13,1,0.2174,0.087,0.087,0.4002,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
