公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,A股股票代码_A_Stkcd,B股股票代码_B_Stkcd,H股股票代码_H_stkcd,上市标识_Lstflg,截止日期_Enddt,报表类型_Reporttype,每股收益(元/股)_BasicEPS,稀释每股收益(元/股)_DilutEPS,每股收益(期末股本摊薄)(元/股)_EPS,每股收益(TTM)(元/股)_EPSTTM,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业收入(元/股)_MincmPS,每股营业收入(TTM)(元/股)_MincmPSTTM,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股资本公积金(元/股)_CapsurfdPS,每股盈余公积金(元/股)_SurrefdPS,每股公积金(元/股)_AccumfdPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股经营活动现金流量(TTM)(元/股)_OpeCFPSTTM,每股净现金流量(元/股)_CFPS,每股净现金流量(TTM)(元/股)_CFPSTTM,每股企业自由现金流量(元/股)_EntfcfPS,每股股东自由现金流量(元/股)_ShrhfcfPS,净资产收益率(平均)(%)_AvgROE,净资产收益率(加权)(%)_WROE,净资产收益率(摊薄)(%)_ROE,净资产收益率(扣除，摊薄)(%)_ROEcut,净资产收益率(扣除，加权)(%)_WROEcut,净资产收益率(TTM)(%)_ROETTM,资产报酬率(%)_ROAEBIT,资产报酬率(TTM)(%)_ROAEBITTTM,资产净利率(%)_ROA,资产净利率(TTM)(%)_ROATTM,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售净利率(TTM)(%)_NetprfrtTTM,销售毛利率(%)_Gincmrt,销售毛利率(TTM)(%)_GincmrtTTM,销售成本率(%)_Salcostrt,销售期间费用率(%)_Pdcostrt,销售期间费用率(TTM)(%)_PdcostrtTTM,净利润/营业总收入_NprTOR,净利润/营业总收入(TTM)_NprTORTTM,营业利润/营业总收入_OpeprTOR,营业利润/营业总收入(TTM)_OpeprTORTTM,息税前利润/营业总收入(%)_EBITTOR,息税前利润/营业总收入(TTM)(%)_EBITTORTTM,营业总成本/营业总收入(%)_TopecostTOR,营业总成本/营业总收入(TTM)(%)_TopecostTORTTM,销售费用率(%)_Opeexprt,销售费用率(TTM)(%)_OpeexprtTTM,管理费用率(%)_Admexprt,管理费用率(TTM)(%)_AdmexprtTTM,财务费用率(%)_Finexprt,财务费用率(TTM)(%)_FinexprtTTM,资产减值损失/营业总收入_AstimpaTOR,资产减值损失/营业总收入(TTM)_AstimpaTORTTM,净利润_Netprf,扣除非经常性损益后的净利润_Netprfcut,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/带息债务(%)_Tanastintdb,有形净值/净债务(%)_Tanastndb,息税折旧摊销前利润/负债合计_EBITDAtotlia,经营净现金流量/负债合计_NOCFtotlia,经营净现金流量/带息债务_NOCFintdb,经营净现金流量/流动负债_NOCFtotcurlia,经营净现金流量/净债务_NOCFndb,利息保障倍数_Intcvr,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,稀释每股收益增长率(%)_DilutEPSgrrt,营业收入增长率(%)_Opeincmgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润增长率(%)_NPPCgrrt,归属母公司的净利润(扣除)增长率(%)_NPPCcutgrrt,归属母公司股东的净利润3年复合增长率()_NetProfShareGrRt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,每股经营活动现金流量增长率(%)_OpeCPSgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,每股净资产相对年初增长率(%)_NAPSgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,存货周转天数(天/次)_invtrtrday,应收账款周转率(次)_ARTrat,应收账款周转天数(天/次)_ARTday,应付账款周转率(次)_AccrPayrat,应付账款周转天数(天/次)_AccrPayday,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售商品劳务收入现金/营业收入(TTM)(%)_SalesevOpeincmTTM,销售现金比率(%)_Casrtsale,销售现金比率(TTM)(%)_CasrtsaleTTM,经营现金净流量/经营净收益(%)_NOCFONI,经营现金净流量/经营净收益(TTM)(%)_NOCFONITTM,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,销售商品劳务收入现金(元)_Salesevcash,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,每股股利(元/股)_DivPS,股利保障倍数(倍)_Divcvr,现金股利保障倍数(倍)_Cashdivcvr,股利支付率(%)_Divprt,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,流动资产/总资产(%)_Curtotast,非流动资产/总资产(%)_Noncurtotast,固定资产比率(%)_Fixassrt,无形资产比率(%)_Intanassrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,权益乘数(%)_Equmul,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,长期资产适合率(%)_Lassfitass,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,对联营合营公司投资收益/利润总额(TTM)(%)_InvretassoctprfTTM,价值变动净收益／利润总额(%)_Valchgtprf,价值变动净收益／利润总额(TTM)(%)_ValchgtprfTTM,营业外收支净额／利润总额(%)_Noopenitprf,营业外收支净额／利润总额(TTM)(%)_NoopenitprfTTM,所得税／利润总额(%)_Taxtprf,扣除非经常损益后的净利润／净利润(%)_Nprfcutnprf,权益乘数(杜邦分析)(%)_EqumulDP,归属母公司股东的净利润/净利润(%)_NPPCNPDP,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP
81832,C002609,深圳市捷顺科技实业股份有限公司,3,2609,,,A,31/12/18,Q4,0.15,0.14,0.1421,0.1421,2.9753,1.3578,1.3578,1.3578,0.1517,0.0994,1.7599,0.1591,1.9189,0.5165,0.6756,-0.0228,-0.0228,-0.5641,-0.5641,0.1875,0.3934,4.462,4.24,4.7776,3.7823,3.36,4.462,2.5504,2.5504,3.7221,3.7751,2.6933,10.6875,10.6875,42.688,42.688,57.312,28.0844,28.0844,10.6875,10.6875,11.1748,11.1748,7.3231,7.3231,92.6356,92.6356,21.4216,21.4216,11.2943,11.2943,-4.6315,-4.6315,-0.0705,-0.0705,94596496.72,74889470.2,66170884.51,98348665.95,11.1748,13.8976,3.6304,3.3833,3.2941,25.6226,390.2805,581.4794,32.0521,464.838,,0.187,-0.03,-0.0446,-0.0306,,,0.0083,-0.0306,-53.125,-54.8387,-4.8373,11.55,-56.5047,-54.2489,-54.2746,-54.7134,-62.4966,-13.13,30.7142,-147.0443,-147.1074,-48.3067,-12.3934,-2.7689,-12.19,-12.3934,-2.7689,-8.7498,222,4.3757,82.2726,2.5762,139.7461,,,0.4669,8.2577,0.4262,0.3483,103.9458,103.9458,-1.6818,-1.6818,-22.8373,-22.8373,2.7265,-375410991.1,-15196805,939240237.1,414726415.2,-15.7365,103.9458,-0.5857,1.8603,0.15,0.3281,-0.0527,304.7772,-204.7772,19.8324,70.4588,29.5412,4.4281,11.9805,,,85.326,14.674,97.8597,2.1403,80.1676,1.2474,1305915855,0.0053,15.3236,62.0523,62.0523,-1.1269,-1.1269,-0.1677,-0.1677,5.8414,5.8414,9.9476,77.549,1.2238,97.9559,10.6875,90.0524,162.0625,7.3231
157456,C002618,深圳丹邦科技股份有限公司,3,2618,,,A,31/12/18,Q4,0.05,0.05,0.0464,0.0464,3.1317,0.6271,0.6271,0.6271,0.0473,0.1201,1.2994,0.0766,1.3761,0.7583,0.8349,0.3896,0.3896,-0.1248,-0.1248,-0.1649,-0.4316,1.4912,1.49,1.4812,1.0017,1.05,1.4912,2.6277,2.6277,1.0146,1.0506,2.6309,7.397,7.397,41.1609,41.1609,58.8391,26.5703,26.5703,7.397,7.397,7.5408,7.5408,19.1575,19.1575,94.8492,94.8492,1.6777,1.6777,14.7753,14.7753,10.1173,10.1173,1.6483,1.6483,25415213.78,17187687.53,65822734.08,215891959,7.5408,8.8344,0.88,0.6273,0.5917,40.987,243.9797,251.5956,46.3304,222.5785,232.214,0.3061,0.3035,0.313,0.4851,0.3266,1.6498,,0.4851,0,0,8.3328,-6.4,-16.943,-15.35,0.164,0.164,17019.0709,-27.57,-3.7596,0.401,0.3865,-1.1809,1.3667,-6.6232,1.36,1.3667,-6.6232,1.3396,353,2.4376,147.6862,1.7526,205.4091,,,0.8241,0.2415,0.2016,0.1372,80.757,80.757,62.1341,62.1341,1206.3044,1206.3044,0.2824,-68400188.91,213484373.8,277470133.7,44722218.91,839.9865,80.757,8.5224,0.0516,0.005,9.277,77.9254,10.7794,89.2206,29.0715,16.0075,83.9925,60.4115,5.6553,0.1033,,71.5582,28.4418,62.5707,37.4293,70.9285,1.4099,-52804885.61,0.1534,1.3542,68.264,68.264,,,0,0,0.0606,0.0606,1.9661,67.6276,1.4698,100,7.397,98.0339,39.386,19.1575
169819,C002654,深圳万润科技股份有限公司,3,2654,,,A,31/12/18,Q4,-1.2946,-1.2946,-1.2564,-1.2564,2.2294,5.0709,5.0709,5.0709,-1.0459,-1.1767,2.0551,0.0353,2.0904,-0.7853,-0.75,0.1044,0.1044,-0.0871,-0.0871,0.0487,0.2224,-49.1685,-44.64,-56.3579,-49.1997,-38.97,-49.1685,-23.9528,-23.9528,-25.1448,-24.4457,-36.9474,-24.3591,-24.3591,14.1246,14.1246,85.8754,7.6459,7.6459,-24.3591,-24.3591,-20.6262,-20.6262,-23.2044,-23.2044,120.7831,120.7831,2.8056,2.8056,4.1158,4.1158,0.7244,0.7244,23.3341,23.3341,-1134077331,-990034265,-1062069953,-976045810.4,-20.6262,-25.4962,1.2978,1.2108,1.0335,122.2925,81.7712,101.5408,299.8654,41.4108,51.4536,-0.3978,0.0383,0.0475,0.049,0.0591,-36.2598,0.9397,0.049,-885.0819,-886.9909,50.4545,76.04,-648.9355,-719.989,-890.6512,-933.0866,-28151.6469,-371.8,38.9808,112.6405,95.1402,-1176.7037,-22.6268,5.8879,-29.04,-22.6268,5.8879,,109,23.868,15.083,3.8148,94.3718,,,1.9892,8.1098,1.9844,1.0323,93.2238,93.2238,2.0578,2.0578,,,1.2744,-78658412.88,94187612.74,4266874608,-1298907788,,93.2238,2.1242,0.3382,,,,,,53.9567,54.7141,45.2859,13.7381,4.5191,0.0642,,50.3823,49.6177,78.1348,21.8652,46.0433,2.1719,572615681.2,0.2562,4.1969,,,,,,,,,,,1.9224,101.718,-24.3591,,,-23.2044
169996,C002660,茂硕电源科技股份有限公司,3,2660,,,A,31/12/18,Q4,-0.93,-0.93,-0.9323,-0.9323,2.0243,4.8766,4.8766,4.8766,-0.9671,-0.9224,1.5,0.0932,1.5932,-0.5689,-0.4757,0.2838,0.2838,-0.2737,-0.2737,1.0029,0.8519,-36.3845,-35.4,-46.0564,-46.0625,-35.41,-36.3845,-13.4849,-13.4849,-14.5562,-16.0202,-26.6257,-20.4172,-20.4172,18.9627,18.9627,81.0373,12.7959,12.7959,-20.4172,-20.4172,-19.8325,-19.8325,-18.9147,-18.9147,120.1668,120.1668,6.5581,6.5581,5.3008,5.3008,0.9371,0.9371,21.3259,21.3259,-255760999.2,-255794949.2,-253035813.8,-204915726.2,-19.8325,-21.6616,0.943,0.8162,0.7596,206.7727,48.3623,53.3374,241.5611,45.656,62.645,-0.1842,0.0678,0.0748,0.0709,0.1026,-13.4044,,0.0709,-1960,-1960,-19.0246,13.2,-1289.4969,-1092.0975,-1193.7186,-2057.6036,-2232.4197,-351.63,102.6949,-61.0682,-61.0004,-3098.2683,-34.7109,-16.7471,-34.6,-34.7109,-16.7471,,183,6.3328,56.8469,2.8386,126.8275,,,1.2208,2.7231,1.9031,0.7129,94.7979,94.7979,5.8189,5.8189,,,0.4154,-75080436.06,77843793.97,1268183088,-212712304,,94.7979,4.1485,0.4369,,,,,,67.3483,60.731,39.269,23.9935,1.5825,,,34.7844,65.2156,95.6203,4.3797,32.6517,3.0626,-62530196.18,0.0903,1.0853,,,,,,,,,,,2.6694,93.6384,-20.4172,,,-18.9147
170436,C002681,深圳市奋达科技股份有限公司,3,2681,,,A,31/12/18,Q4,-0.37,-0.37,-0.3777,-0.3777,2.5318,1.6204,1.6204,1.6204,-0.3534,-0.3312,1.2947,0.0681,1.3628,0.228,0.2962,0.2842,0.2842,0.1105,0.1105,0.4777,0.5965,-13.6985,-13.51,-14.9182,-16.3559,-14.81,-13.6985,-8.3017,-8.3017,-9.4915,-10.1654,-11.2775,-23.3657,-23.3657,17.9503,17.9503,82.0497,6.8158,6.8158,-23.3657,-23.3657,-21.8117,-21.8117,-20.4367,-20.4367,124.2828,124.2828,1.8378,1.8378,3.96,3.96,1.0179,1.0179,29.0386,29.0386,-779822221.3,-854975315.5,-683710813.4,-478674759,-21.8117,-24.2282,1.4146,1.165,1.0882,47.0606,212.4922,232.0749,120.508,90.6294,151.9128,-0.214,0.2385,0.2605,0.3266,0.4366,-18.6832,0.8907,0.3266,-254.1667,-254.1667,4.2259,24.72,-245.628,-242.9185,-275.8817,-275.9164,-306.7289,-238.53,46.4049,67.4765,20.0676,-307.2433,-15.1165,-12.4344,-39.13,-15.1165,-12.4344,,215,4.3004,83.7131,2.7342,131.6656,,,1.1738,3.2575,0.5877,0.4062,117.433,117.433,17.5386,17.5386,,,2.7654,228108984.8,586753289.9,3928725612,-3895621594,,117.433,7.1244,0.3812,,,,,,31.9903,33.0496,66.9504,12.8924,3.8654,0.0247,0.0511,69.8863,30.1137,73.0305,26.9695,68.0097,1.4704,744903487.9,0.1269,5.8578,,,,,,,,,,,1.4467,99.7598,-23.3657,,,-20.4367
170412,C002711,欧浦智网股份有限公司,1,2711,,,A,31/12/18,Q4,-3.96,-3.96,-3.9575,-3.9575,-2.3942,4.629,4.629,4.629,-1.7352,-3.8323,0.0013,0.0902,0.0916,-3.4926,-3.4024,0.0426,0.0426,-0.1187,-0.1187,-0.7952,-1.0563,,,,,,,-181.8384,-181.8384,-187.1948,-494.645,-1086.2557,-85.2272,-85.2272,4.2104,4.2104,95.7896,2.642,2.642,-85.2272,-85.2272,-37.4854,-37.4854,-82.7885,-82.7885,141.8784,141.8784,0.4419,0.4419,1.1298,1.1298,1.0703,1.0703,42.5873,42.5873,-4179404492,-2091571905,-4047180426,-4010367131,-37.4854,-85.1673,0.2837,0.263,0.1365,,-76.5948,-303.9907,-118.7331,-334.264,,-1.2171,0.0136,0.0541,0.0444,0.0605,-79.3691,,0.0444,-2080,-2080,-29.3749,40.34,-705.4982,-1444.6592,-1852.0926,-2089.448,-1076.0433,-395.22,10.794,151.5684,151.5738,-87.0103,-253.1509,-76.6618,-253.15,-253.1509,-76.6618,,28,31.6798,11.3637,20.8923,17.2312,,,3.6549,20.9098,,2.1964,103.2954,103.2954,0.9202,0.9202,,,0.0981,-125359797,44984131.08,5049674870,-3093979909,,103.2954,2.0211,0.0291,,,,,,391.9121,34.1308,65.8692,25.7326,24.7817,0,,,,30.6957,69.3043,-291.9121,,-725803068.7,,-0.6701,,,,,,,,,,,,100.3122,-85.2272,,,-82.7885
159153,C002745,木林森股份有限公司,2,2745,,,A,31/12/18,Q4,0.6,0.6,0.564,0.564,7.4889,14.056,14.056,14.056,0.8088,0.958,4.3014,0.2082,4.5096,1.8973,2.1055,0.2311,0.2311,1.4396,1.4396,0.5726,4.0297,9.3287,8.89,7.5316,2.2354,2.64,9.3287,4.8039,4.8039,2.8581,2.2718,7.1484,4.0548,4.0548,26.005,26.005,73.995,19.4834,19.4834,4.0548,4.0548,5.7544,5.7544,6.8154,6.8154,99.0638,99.0638,12.7264,12.7264,4.0669,4.0669,2.6902,2.6902,1.0762,1.0762,720364452.9,213809454,1223490351,2761055225,5.7544,5.3911,1.0528,0.7827,0.6775,234.4215,42.6582,54.8476,448.475,28.6693,45.7045,0.1176,0.0132,0.0169,0.0166,0.027,3.8378,4.929,0.0166,-4.7619,-4.7619,119.7632,66.61,26.5615,11.7703,7.6289,7.7506,-59.2873,41.26,50.6983,-72.8855,-88.7821,-33.7648,62.678,69.5645,-32.7,62.678,69.5645,7.8808,142,4.1416,86.925,6.5193,55.2207,,,1.267,2.8274,2.3248,0.7049,98.3993,98.3993,1.6439,1.6439,175.5939,175.5939,1.2892,1838625597,295113952.8,17664495716,-2737533808,40.543,98.3993,1.1587,2.2581,0.075,2.7514,1.1272,36.3454,63.6546,69.9774,58.4509,41.5491,22.0071,2.9278,0.0494,0.0062,35.4204,64.5796,79.3361,20.6639,30.0226,3.3308,939971212.5,0.4816,1.7359,18.5773,18.5773,3.2,3.2,4.388,4.388,-14.1853,-14.1853,19.5408,29.3733,3.2982,98.9642,4.0548,80.4592,73.9432,6.8154
171830,C002766,深圳市索菱实业股份有限公司,2,2766,,,A,31/12/18,Q4,-0.74,-0.74,-0.7444,-0.7444,3.1408,3.3917,3.3917,3.3917,-0.8493,-0.4811,2.164,0.1143,2.2784,-0.1081,0.0062,-2.4208,-2.4208,-1.6917,-1.6917,-0.9866,-0.4541,-20.9329,-20.39,-23.7027,-24.2295,-20.85,-20.9329,-5.0106,-5.0106,-8.4501,-7.7507,-6.1263,-21.9259,-21.9259,21.7725,21.7725,78.2275,22.0888,22.0888,-21.9259,-21.9259,-25.041,-25.041,-14.1854,-14.1854,124.9474,124.9474,3.8661,3.8661,8.4275,8.4275,9.7951,9.7951,14.6113,14.6113,-313971929.4,-320949476.3,-202915731.2,-132133707.1,-25.041,-24.3465,1.3177,1.185,0.4998,203.9855,49.0231,51.7412,477.5914,22.0993,23.138,-0.0501,-0.3779,-0.3988,-0.4732,-0.4175,-1.3855,0.7944,-0.4732,-7500,-7500,1.3492,20.95,-1844.4987,-1883.4084,-8045.8292,-13426.0385,-5104.0621,-268.81,20.2442,-219.1354,-219.1562,-17001.5152,-20.9262,-0.1531,-20.92,-20.9262,-0.1531,,305,3.1323,114.9352,1.8881,190.678,,,0.5082,3.4766,0.9537,0.3532,98.0573,98.0573,-71.3739,-71.3739,,,0.1582,-713462768.1,-1020974311,1402669935,57942831.17,,98.0573,-25.211,0.2491,,,,,,66.7729,70.2549,29.7451,9.8495,3.7159,,0.1201,34.0983,65.9017,79.8492,20.1508,33.2271,3.0096,685388764.1,0.4049,4.2978,,,,,,,,,,,2.7,100.1056,-21.9259,,,-14.1854
170435,C002782,深圳可立克科技股份有限公司,3,2782,,,A,31/12/18,Q4,0.1995,0.1995,0.1995,0.1995,1.9534,2.567,2.567,2.567,0.2211,0.2415,0.1396,0.0921,0.2317,0.7217,0.8138,0.0634,0.0634,0.0613,0.0613,0.3318,0.2469,10.213,10.39,10.2142,8.8075,8.96,10.213,9.1879,9.1879,7.5924,7.782,9.6042,7.7727,7.7727,23.4409,23.4409,76.5591,10.0281,10.0281,7.7727,7.7727,8.6111,8.6111,9.4061,9.4061,91.9221,91.9221,4.2611,4.2611,6.9308,6.9308,-1.1638,-1.1638,1.006,1.006,84999183.98,73292788.46,102860735.4,128493007.6,8.6111,10.8433,2.7891,2.3165,1.994,31.2545,319.9544,2144.0216,33.9231,1975.3594,,0.493,0.1038,0.6958,0.1055,,547.9569,0.0087,0.1055,47.997,47.997,18.3275,13.7,66.6553,56.8421,48.0271,48.0271,61.8934,14.12,-2.5679,-66.7139,-66.7192,48.0619,-0.0241,-4.757,-0.02,-0.0241,-4.757,5.0938,137,7.0583,51.0045,4.186,86.001,4.6853,76.8361,1.4348,5.7674,1.314,0.9768,103.3253,103.3253,2.4697,2.4697,30.5736,30.5736,0.6479,26130667.42,27007556.92,1129922891,-375899318,31.7739,103.3253,2.4124,0.3701,0.1,1.9953,0.634,50.1181,49.8819,23.8121,65.3947,34.6053,17.0526,5.1053,,,95.5437,4.4563,98.4634,1.5366,76.1879,1.3125,458182429,0.0048,3.2043,86.0364,86.0364,-0.1287,-0.1287,1.5207,1.5207,8.284,8.284,17.2137,86.2276,1.3452,100,7.7727,82.7863,99.8175,9.4061
170602,C002792,广东通宇通讯股份有限公司,2,2792,,,A,31/12/18,Q4,0.2,0.2,0.1972,0.1972,8.6255,5.6159,5.6159,5.6159,0.2994,0.1635,3.3049,0.4701,3.775,3.8493,4.3193,0.0946,0.0946,-0.661,-0.661,-1.1837,-1.0173,2.3062,2.31,2.2868,0.8395,0.85,2.3062,1.2604,1.2604,1.7397,1.7798,1.5167,4.0182,4.0182,27.829,27.829,72.171,14.8696,14.8696,4.0182,4.0182,5.3318,5.3318,2.911,2.911,97.7892,97.7892,9.143,9.143,8.0532,8.0532,-2.3266,-2.3266,0.8849,0.8849,44424493.27,16308291.01,36820277.7,89248711.62,5.3318,5.7942,2.8654,2.3972,2.27,43.5303,229.7253,276.1877,47.4767,253.2302,,0.1051,0.0252,0.0303,0.0272,,,0.0422,0.0272,-59.1837,-59.1837,-17.6155,-1.63,-50.8088,-53.4646,-55.0439,-59.8128,-80.7344,-43.59,71.0151,-41.5435,-41.4241,-60.4893,1.7152,-4.4057,1.95,1.7152,-4.4057,2.1214,305,2.4499,146.9508,2.2731,158.374,,,0.5398,3.8854,0.6566,0.433,110.9268,110.9268,1.685,1.685,76.2164,76.2164,2.3786,-148878759,21312731.54,1403061090,-71695885.89,41.9342,110.9268,0.7296,3.7686,0.04,4.9311,2.3657,20.2795,79.7205,29.6145,78.6644,21.3356,14.2835,2.5278,,,73.4175,26.5825,92.7008,7.2992,70.3855,1.4207,1462368928,0.0307,5.0791,43.8365,43.8365,,,3.6798,3.6798,-5.7213,-5.7213,20.3263,32.0877,1.5166,87.4082,4.0182,79.6737,173.248,2.911
176170,C002806,广东华锋新能源科技股份有限公司,2,2806,,,A,31/12/18,Q4,0.54,0.53,0.4434,0.4434,7.1507,3.6878,3.6878,3.6878,0.5171,0.5684,4.6447,0.1149,4.7596,1.4576,1.5725,0.4401,0.4401,0.3289,0.3289,0.0966,0.4299,9.5726,12.74,6.2012,5.2716,10.83,9.5726,8.3257,8.3257,6.5727,4.4391,8.7964,12.1679,12.1679,26.18,26.18,73.82,11.8512,11.8512,12.1679,12.1679,14.0227,14.0227,15.4132,15.4132,88.168,88.168,3.3891,3.3891,7.179,7.179,1.2831,1.2831,0.1687,0.1687,78149375.22,66434209.65,100176429,130463397.7,14.0227,16.5583,1.3314,1.077,1.0206,40.9362,244.2823,280.8912,117.8657,97.5571,121.4318,0.2475,0.1504,0.1729,0.1671,0.2152,12.5567,0.3356,0.1671,157.1429,152.381,47.8866,29.44,205.7062,193.355,179.4892,174.1984,191.4389,44.99,2.3906,68.1981,29.7847,-18.9449,238.2879,185.0727,161.05,238.2879,185.0727,17.3988,193,5.5512,64.852,2.7909,128.9906,,,1.3828,2.56,0.7961,0.5402,55.8286,55.8286,11.9349,11.9349,100.8698,100.8698,2.8151,57970005.73,77569749.79,362851198.6,-27093156.25,98.0854,55.8286,6.4468,0.4916,0.08,5.5428,5.5017,18.0413,81.9587,28.9581,34.6957,65.3043,16.1423,7.3009,0.0038,,73.7458,26.2542,89.9909,10.0091,71.0419,1.4076,153852419,0.0408,4.5347,83.4079,83.4079,,,0,0,1.1495,1.1495,14.2244,84.0048,1.4738,98.8184,12.1679,85.7756,92.0361,15.4132
177446,C002813,深圳市路畅科技股份有限公司,1,2813,,,A,31/12/18,Q4,0.14,0.14,0.1413,0.1413,5.5817,6.3082,6.3082,6.3082,0.0691,0.3355,1.7183,0.3549,2.0731,2.504,2.8588,-2.0078,-2.0078,-1.6919,-1.6919,-0.0781,0.0327,2.5539,2.57,2.5311,-27.1221,-27.56,2.5539,2.477,2.477,0.7154,0.7132,4.3636,1.5362,1.5362,14.629,14.629,85.371,22.2775,22.2775,1.5362,1.5362,1.0946,1.0946,5.3191,5.3191,129.3368,129.3368,10.5409,10.5409,6.0696,6.0696,5.667,5.667,12.5124,12.5124,16953434.63,-181663509.8,40264226.95,82666369.7,1.0946,1.1472,1.3,0.9464,0.5919,143.6427,69.6172,75.3316,170.8066,63.3514,76.3041,0.0657,-0.2504,-0.271,-0.2547,-0.3264,1.3024,0.0571,-0.2547,-30,-30,-2.1912,-0.93,-70.383,-66.5863,-52.2284,-30.892,-1259.4127,-28.47,-21.8261,-51.4285,-51.4292,-32.1257,1.816,0.6163,1.81,1.816,0.6163,1.3924,352,1.7373,207.23,2.48,145.1671,,,0.6499,3.8107,1.1403,0.4657,83.1486,83.1486,-31.8293,-31.8293,,,0.3961,-203022251,-240941136.9,629416816.8,-903709915.1,-2071.898,83.1486,-14.8223,0.283,0.03,4.7093,-66.9281,21.2346,78.7654,59.0066,75.4179,24.5821,11.696,0.0828,,,42.9652,57.0348,98.3159,1.6841,40.9934,2.4394,283793332,0.0242,3.4548,-2375.5334,-2375.5334,-23.6022,-23.6022,2394.7589,2394.7589,11.3627,11.3627,-24.3963,-1562.1586,2.4487,145.7858,1.5362,124.3963,23.2175,5.3191
